shipment_id,order_id,ship_date,delivery_date,delivery_status,shipping_cost,weight
S03916,O00190,2023/08/26,,Delivered,,2000g
S03917,O02651,20-01-2023,,In Transit,4000.0,1.5 KG
S03918,O01652,2023/02/09,16-02-2023,Delivered,5000.0,1.5 KG
S03919,O00104,2023/08/17,25-08-2023,In Transit,,2000g
S03920,O04277,2023-02-11,16-02-2023,Returned,4500.0,-1kg
S03921,O03619,14-07-2023,2023/07/18,Returned,,-1kg
S03922,O02029,2023-08-17,2023-08-24,Delivered,4500.0,2000g
S03923,O05096,10-09-2023,2023/09/17,Returned,4500.0,2kg
S03924,O02068,14-11-2023,2023/11/15,Returned,4000.0,2000g
S03925,O00696,2023-11-06,08-11-2023,Returned,4500.0,-1kg
S03926,O02812,01-04-2023,2023/04/04,Returned,5000.0,1.5 KG
S03927,O03319,2023-03-15,2023/03/24,In Transit,,-1kg
S03928,O03846,2023/11/08,2023-11-12,Returned,4500.0,2kg
S03929,O01236,17-11-2023,2023/11/26,Delivered,,1.5 KG
S03930,O00886,16-05-2023,2023/05/20,Delivered,4000.0,3kg
S03931,O03692,2023-09-26,02-10-2023,Delivered,4000.0,2kg
S03932,O00547,07-02-2023,08-02-2023,In Transit,4000.0,-1kg
S03933,O04460,2023-06-13,,In Transit,4500.0,-1kg
S03934,O03405,04-03-2023,,Returned,4500.0,3kg
S03935,O03913,2023-04-08,2023-04-13,Returned,5000.0,2kg
S03936,O00508,2023-07-02,04-07-2023,Delivered,,-1kg
S03937,O03378,2023/09/04,2023/09/06,In Transit,,2000g
S03938,O02894,14-04-2023,2023-04-18,Delivered,5000.0,2kg
S03939,O03595,19-11-2023,2023-11-27,Delivered,5000.0,2kg
S03940,O03847,2023-08-16,2023-08-22,Returned,,2000g
S03941,O00648,2023-05-19,21-05-2023,In Transit,,3kg
S03942,O04390,10-10-2023,,Delivered,5000.0,3kg
S03943,O04991,2023-12-17,,In Transit,5000.0,1.5 KG
S03944,O00007,13-11-2023,19-11-2023,Returned,,-1kg
S03945,O00461,2023/01/06,2023/01/12,In Transit,5000.0,2kg
S03946,O01087,2023/09/23,,In Transit,5000.0,1.5 KG
S03947,O02246,21-02-2023,2023-02-23,Returned,,2kg
S03948,O00288,2023-02-16,,Delivered,5000.0,2000g
S03949,O01588,25-06-2023,2023/06/28,Delivered,5000.0,2000g
S03950,O03346,2023-01-20,2023/01/27,Returned,4500.0,2kg
S03951,O04924,2023/07/16,,In Transit,5000.0,3kg
S03952,O02142,2023/05/15,2023-05-22,Returned,4500.0,-1kg
S03953,O04745,2023/03/27,2023-03-29,Returned,4500.0,-1kg
S03954,O03402,2023-12-27,2024/01/02,Returned,4000.0,1.5 KG
S03955,O02680,12-07-2023,,Delivered,4500.0,2kg
S03956,O03816,2023/10/12,2023/10/14,Returned,4000.0,-1kg
S03957,O04246,2023/07/14,23-07-2023,In Transit,,3kg
S03958,O03148,22-12-2023,2023/12/26,Returned,4500.0,-1kg
S03959,O04378,24-09-2023,2023/10/03,Returned,,-1kg
S03960,O02857,15-03-2023,,Delivered,4500.0,3kg
S03961,O03899,2023/10/10,17-10-2023,Returned,5000.0,2kg
S03962,O00421,2023/06/18,20-06-2023,Delivered,,2000g
S03963,O01013,2023-01-03,,In Transit,4000.0,2000g
S03964,O04736,2023/06/15,2023-06-24,Returned,4000.0,2000g
S03965,O01098,2023-07-12,2023/07/20,Returned,4000.0,-1kg
S03966,O03247,2023-01-09,17-01-2023,Delivered,4500.0,2kg
S03967,O05068,2023/02/11,2023/02/19,Returned,4000.0,-1kg
S03968,O00806,2023/02/18,2023-02-27,Returned,4500.0,-1kg
S03969,O00492,2023-07-12,2023/07/22,Delivered,4000.0,1.5 KG
S03970,O01589,09-08-2023,2023/08/13,In Transit,4500.0,2kg
S03971,O00671,2023-10-16,2023-10-24,Delivered,5000.0,1.5 KG
S03972,O00185,2023-03-14,2023-03-17,In Transit,4000.0,2kg
S03973,O04001,2023/06/01,2023/06/03,Delivered,4000.0,-1kg
S03974,O01987,2023/04/25,2023/04/26,In Transit,,1.5 KG
S03975,O02623,2023-05-29,2023-06-01,In Transit,,1.5 KG
S03976,O02111,2023/03/19,29-03-2023,In Transit,4000.0,3kg
S03977,O00140,18-08-2023,2023-08-25,Delivered,5000.0,1.5 KG
S03978,O01213,2023-09-28,2023-09-29,Delivered,,2kg
S03979,O05180,2023-12-14,2023/12/21,Returned,4000.0,2kg
S03980,O02341,2023/02/03,2023-02-07,In Transit,5000.0,1.5 KG
S03981,O01918,2023-10-29,2023/11/07,Returned,4500.0,2000g
S03982,O05174,24-05-2023,03-06-2023,Delivered,4500.0,1.5 KG
S03983,O01975,2023/09/29,08-10-2023,Delivered,4500.0,2kg
S03984,O03133,2023-08-22,2023-08-26,Returned,4000.0,-1kg
S03985,O00131,2023-10-24,,Delivered,4000.0,2000g
S03986,O03207,2023/06/09,2023-06-13,Returned,5000.0,2000g
S03987,O01858,2023/04/24,2023-04-30,Delivered,4000.0,-1kg
S03988,O02955,2023-01-21,2023-01-22,Returned,5000.0,3kg
S03989,O02525,2023-11-30,2023/12/10,In Transit,4500.0,2000g
S03990,O04921,2023-02-01,02-02-2023,In Transit,5000.0,1.5 KG
S03991,O02326,29-07-2023,2023/07/30,Delivered,,2000g
S03992,O03240,2023/02/03,,In Transit,4500.0,-1kg
S03993,O01136,31-07-2023,2023-08-04,In Transit,,-1kg
S03994,O01221,2023/09/04,2023-09-10,Returned,,-1kg
S03995,O04500,01-11-2023,2023-11-02,Returned,4500.0,1.5 KG
S03996,O00837,2023/10/03,2023/10/04,Returned,4000.0,2kg
S03997,O03255,2023/11/06,10-11-2023,Returned,4500.0,1.5 KG
S03998,O02469,10-03-2023,11-03-2023,In Transit,5000.0,-1kg
S03999,O01836,03-07-2023,06-07-2023,In Transit,,2000g
S04000,O01445,2023-11-15,24-11-2023,Delivered,5000.0,1.5 KG
S04001,O03254,2023-03-02,,In Transit,,2kg
S04002,O02722,2023-02-25,,Delivered,4500.0,2kg
S04003,O00380,2023/11/16,25-11-2023,Delivered,,2000g
S04004,O03428,15-03-2023,22-03-2023,Delivered,5000.0,2000g
S04005,O04698,06-05-2023,2023-05-12,In Transit,,1.5 KG
S04006,O01924,24-10-2023,27-10-2023,In Transit,4000.0,2000g
S04007,O04430,2023/10/29,,Returned,4500.0,3kg
S04008,O04028,2023-06-08,2023/06/14,Returned,4500.0,-1kg
S04009,O03066,13-07-2023,2023-07-15,Delivered,4000.0,3kg
S04010,O04537,2023/09/19,2023/09/24,Returned,,3kg
S04011,O05010,05-06-2023,,Delivered,,1.5 KG
S04012,O02918,2023/03/10,2023-03-13,Returned,4000.0,1.5 KG
S04013,O00797,2023/06/09,,Returned,5000.0,1.5 KG
S04014,O02861,2023/03/18,,Delivered,5000.0,2000g
S04015,O01324,2023-12-10,2023/12/19,In Transit,4000.0,2000g
S04016,O01937,2023/05/14,2023/05/15,In Transit,4500.0,2kg
S04017,O03567,2023-02-06,2023/02/10,Delivered,5000.0,-1kg
S04018,O04322,2023/10/01,2023/10/10,Returned,5000.0,-1kg
S04019,O01505,2023/07/20,2023/07/27,In Transit,4500.0,1.5 KG
S04020,O01312,2023/05/02,06-05-2023,In Transit,4500.0,-1kg
S04021,O00560,16-02-2023,2023/02/22,Returned,4500.0,-1kg
S04022,O00551,15-12-2023,2023-12-17,In Transit,4500.0,2000g
S04023,O05197,06-02-2023,2023-02-10,In Transit,4500.0,2kg
S04024,O04437,2023-04-22,,Delivered,5000.0,3kg
S04025,O00899,2023-12-25,02-01-2024,Returned,5000.0,2000g
S04026,O03220,2023-02-25,,In Transit,4000.0,-1kg
S04027,O00507,2023/08/27,05-09-2023,Delivered,,2000g
S04028,O00464,2023-11-25,2023-11-30,In Transit,4500.0,2000g
S04029,O02843,2023/02/22,2023-02-25,In Transit,4000.0,3kg
S04030,O02142,2023/03/23,2023-04-02,Delivered,,-1kg
S04031,O02324,2023/11/02,2023/11/07,Delivered,4000.0,2000g
S04032,O04923,14-06-2023,2023/06/23,Delivered,4000.0,1.5 KG
S04033,O04090,2023-06-30,04-07-2023,In Transit,4000.0,1.5 KG
S04034,O04491,30-09-2023,,Delivered,,3kg
S04035,O02070,16-07-2023,2023/07/22,Returned,4000.0,3kg
S04036,O05146,04-04-2023,2023/04/12,Delivered,,1.5 KG
S04037,O02701,29-08-2023,2023/09/06,Delivered,4000.0,2kg
S04038,O02652,23-05-2023,2023/05/30,In Transit,4000.0,2kg
S04039,O01778,18-12-2023,2023-12-19,Returned,4500.0,3kg
S04040,O02257,17-05-2023,2023-05-20,In Transit,4500.0,2000g
S04041,O03984,2023/07/19,29-07-2023,In Transit,5000.0,2kg
S04042,O05114,2023/05/27,2023-05-31,Returned,4000.0,-1kg
S04043,O01716,2023-11-12,2023-11-19,In Transit,4500.0,-1kg
S04044,O00928,2023/07/06,2023/07/16,In Transit,,2kg
S04045,O04713,13-05-2023,2023/05/18,In Transit,,2kg
S04046,O02157,20-01-2023,28-01-2023,Delivered,4500.0,2kg
S04047,O01166,14-07-2023,2023-07-15,In Transit,4000.0,3kg
S04048,O01810,31-03-2023,,In Transit,,1.5 KG
S04049,O00483,2023-06-16,2023/06/19,In Transit,4500.0,2000g
S04050,O01812,08-03-2023,2023/03/10,Delivered,,2000g
S04051,O04691,17-10-2023,27-10-2023,Returned,4000.0,1.5 KG
S04052,O03661,2023/12/30,2024-01-01,In Transit,4500.0,2000g
S04053,O04025,27-01-2023,,Returned,,1.5 KG
S04054,O00037,2023/11/17,,In Transit,4000.0,2kg
S04055,O02828,29-07-2023,02-08-2023,Delivered,,-1kg
S04056,O01201,2023-10-06,2023/10/14,Delivered,4000.0,-1kg
S04057,O02004,2023/03/04,,In Transit,,1.5 KG
S04058,O03062,03-06-2023,,Returned,4500.0,3kg
S04059,O04341,2023/02/07,2023-02-14,Delivered,4500.0,1.5 KG
S04060,O01337,23-09-2023,,In Transit,4000.0,2kg
S04061,O03729,2023/08/26,29-08-2023,Returned,4500.0,1.5 KG
S04062,O03917,2023-10-06,14-10-2023,Delivered,,2000g
S04063,O04105,11-02-2023,2023-02-18,Returned,4500.0,3kg
S04064,O00065,2023-10-20,24-10-2023,In Transit,,2kg
S04065,O03062,2023/11/09,2023/11/14,In Transit,4500.0,1.5 KG
S04066,O02215,2023-01-19,2023/01/23,Returned,4500.0,2000g
S04067,O03080,2023-10-06,2023-10-16,Delivered,5000.0,-1kg
S04068,O00713,2023/01/19,2023-01-22,Returned,4500.0,2kg
S04069,O01757,14-04-2023,22-04-2023,Returned,4000.0,1.5 KG
S04070,O03145,15-08-2023,2023/08/19,Returned,4500.0,2000g
S04071,O02243,2023/10/25,,In Transit,,3kg
S04072,O00772,2023-04-18,2023/04/21,Returned,5000.0,2kg
S04073,O05014,2023/07/28,05-08-2023,Returned,4500.0,-1kg
S04074,O02583,2023-12-08,12-12-2023,In Transit,,1.5 KG
S04075,O04247,2023/09/22,2023-09-25,Delivered,,2kg
S04076,O03269,14-12-2023,24-12-2023,In Transit,,1.5 KG
S04077,O00271,2023/09/30,2023/10/03,In Transit,5000.0,-1kg
S04078,O03586,20-01-2023,2023/01/24,Delivered,5000.0,2000g
S04079,O03463,2023-04-29,2023/05/03,Delivered,5000.0,2000g
S04080,O02451,2023-07-12,,In Transit,5000.0,1.5 KG
S04081,O05241,2023/04/04,11-04-2023,Delivered,5000.0,3kg
S04082,O02131,03-03-2023,2023/03/13,Delivered,,2000g
S04083,O00848,2023-03-02,2023-03-11,Delivered,4000.0,1.5 KG
S04084,O00754,2023-06-15,2023/06/18,Returned,5000.0,3kg
S04085,O03365,2023/02/05,,Delivered,5000.0,2kg
S04086,O04500,2023/06/02,2023/06/08,Returned,,1.5 KG
S04087,O00098,14-11-2023,21-11-2023,Delivered,,1.5 KG
S04088,O04257,2023/01/25,,In Transit,4500.0,2000g
S04089,O03428,10-04-2023,,In Transit,4500.0,2kg
S04090,O02944,26-04-2023,03-05-2023,Returned,5000.0,2000g
S04091,O02136,2023/11/17,,Returned,4500.0,1.5 KG
S04092,O00790,2023/08/19,2023/08/22,In Transit,4000.0,1.5 KG
S04093,O04737,2023/04/06,11-04-2023,In Transit,5000.0,3kg
S04094,O02464,2023-05-20,2023-05-28,In Transit,4500.0,1.5 KG
S04095,O00207,04-12-2023,2023/12/11,In Transit,5000.0,2kg
S04096,O00815,21-11-2023,2023/11/26,Returned,,-1kg
S04097,O04799,2023-11-03,09-11-2023,Returned,,2kg
S04098,O03635,2023-02-14,,Returned,4500.0,-1kg
S04099,O03134,2023/07/03,04-07-2023,In Transit,4000.0,1.5 KG
S04100,O02439,2023-08-21,,Delivered,5000.0,2000g
S04101,O05175,03-05-2023,2023/05/04,In Transit,4000.0,-1kg
S04102,O00491,2023-10-30,2023/10/31,In Transit,4500.0,2kg
S04103,O03765,21-12-2023,2023-12-29,Delivered,5000.0,-1kg
S04104,O04148,05-01-2023,13-01-2023,Returned,5000.0,3kg
S04105,O04736,2023/04/13,,Delivered,,1.5 KG
S04106,O03529,2023-09-15,20-09-2023,Delivered,4000.0,-1kg
S04107,O00671,2023-10-08,10-10-2023,In Transit,,2000g
S04108,O03746,25-03-2023,2023/04/03,Delivered,4500.0,2kg
S04109,O02492,2023/08/26,2023-08-30,Delivered,,-1kg
S04110,O00474,2023/11/01,03-11-2023,In Transit,,2kg
S04111,O03334,2023-05-23,,In Transit,,2kg
S04112,O02093,2023-12-05,2023-12-15,Returned,4000.0,-1kg
S04113,O01639,2023-03-16,,Returned,4000.0,3kg
S04114,O03669,2023-11-04,2023-11-05,In Transit,,1.5 KG
S04115,O00346,2023/10/17,2023/10/21,In Transit,,-1kg
S04116,O02825,2023-02-04,10-02-2023,In Transit,,2kg
S04117,O01985,16-11-2023,19-11-2023,Returned,5000.0,2000g
S04118,O01898,2023/10/06,14-10-2023,Delivered,4500.0,1.5 KG
S04119,O00113,2023-10-09,13-10-2023,Delivered,5000.0,2000g
S04120,O03517,2023-09-08,2023-09-14,Returned,4000.0,-1kg
S04121,O00429,2023-05-04,,In Transit,5000.0,1.5 KG
S04122,O03085,20-01-2023,24-01-2023,In Transit,4500.0,-1kg
S04123,O03236,2023/08/12,16-08-2023,Delivered,5000.0,3kg
S04124,O01067,12-09-2023,2023/09/21,Returned,4000.0,-1kg
S04125,O03610,2023/07/08,2023-07-16,Delivered,,2kg
S04126,O00680,2023/10/30,,In Transit,,2000g
S04127,O05015,2023/06/11,21-06-2023,Delivered,4000.0,-1kg
S04128,O00982,2023-12-19,,In Transit,5000.0,-1kg
S04129,O00251,10-10-2023,12-10-2023,Delivered,5000.0,-1kg
S04130,O00405,15-04-2023,2023-04-23,Delivered,4500.0,1.5 KG
S04131,O02358,20-03-2023,2023/03/22,In Transit,4500.0,1.5 KG
S04132,O04455,2023-05-13,2023/05/18,Returned,,1.5 KG
S04133,O02280,20-05-2023,2023-05-28,Returned,,3kg
S04134,O01088,05-12-2023,,Returned,4000.0,3kg
S04135,O01375,2023-04-12,22-04-2023,Returned,,3kg
S04136,O03362,08-12-2023,2023-12-15,Delivered,5000.0,-1kg
S04137,O02829,22-06-2023,2023-06-29,Delivered,4500.0,2kg
S04138,O01948,2023-06-15,2023/06/24,Returned,5000.0,2kg
S04139,O03407,24-07-2023,2023/07/30,In Transit,,1.5 KG
S04140,O05239,23-02-2023,,Delivered,5000.0,3kg
S04141,O02239,2023/04/20,21-04-2023,Delivered,4000.0,-1kg
S04142,O04338,12-03-2023,2023/03/16,Returned,5000.0,2kg
S04143,O04942,2023/12/14,2023/12/22,In Transit,4000.0,2kg
S04144,O04722,2023/02/20,2023-02-24,Returned,5000.0,-1kg
S04145,O02707,2023-02-16,17-02-2023,In Transit,4000.0,2kg
S04146,O02675,2023-04-12,2023/04/13,Delivered,4500.0,3kg
S04147,O03686,2023-02-11,2023-02-12,Delivered,4500.0,2000g
S04148,O02988,2023/01/08,2023/01/10,In Transit,5000.0,2kg
S04149,O02661,2023-04-06,2023-04-11,Delivered,4500.0,2000g
S04150,O02169,2023/04/14,2023-04-19,Returned,4000.0,1.5 KG
S04151,O00686,2023-03-30,2023-04-03,In Transit,4000.0,1.5 KG
S04152,O00135,2023-04-22,2023-04-24,Delivered,,-1kg
S04153,O04748,2023/01/08,16-01-2023,In Transit,,1.5 KG
S04154,O00097,2023-11-06,2023-11-15,Delivered,,3kg
S04155,O00109,13-10-2023,2023/10/20,In Transit,4500.0,1.5 KG
S04156,O01622,2023/05/29,2023-06-02,In Transit,,3kg
S04157,O02434,2023/04/23,2023-04-25,Returned,5000.0,1.5 KG
S04158,O01620,24-07-2023,2023-07-28,In Transit,4500.0,2kg
S04159,O03453,2023-01-12,2023/01/16,In Transit,5000.0,2kg
S04160,O03236,2023/05/01,09-05-2023,In Transit,,1.5 KG
S04161,O03379,2023-03-28,2023-04-01,In Transit,4000.0,-1kg
S04162,O00030,2023-03-28,2023-04-01,In Transit,4000.0,-1kg
S04163,O01105,2023-11-22,2023-11-23,Returned,4500.0,2kg
S04164,O00133,2023-10-28,2023-11-03,Delivered,4000.0,3kg
S04165,O01942,2023-11-06,2023/11/11,Returned,,2000g
S04166,O03424,2023/08/28,06-09-2023,Returned,,2000g
S04167,O02907,2023/11/07,2023-11-16,In Transit,5000.0,1.5 KG
S04168,O00308,2023/04/24,,Delivered,4500.0,2000g
S04169,O01423,2023/03/27,,In Transit,4000.0,1.5 KG
S04170,O01046,2023-02-17,2023-02-21,Returned,5000.0,2000g
S04171,O01356,2023-11-15,2023-11-16,Delivered,4000.0,2kg
S04172,O04762,2023/06/23,2023-07-01,Delivered,4000.0,2kg
S04173,O03711,2023-07-02,,Returned,4000.0,2000g
S04174,O02926,2023/07/21,23-07-2023,Delivered,,1.5 KG
S04175,O01825,2023-11-23,2023/11/28,In Transit,4500.0,2000g
S04176,O01892,10-09-2023,2023-09-11,In Transit,,1.5 KG
S04177,O03997,2023/07/31,2023/08/01,In Transit,,1.5 KG
S04178,O05198,2023/04/06,2023-04-14,Returned,,-1kg
S04179,O03979,2023-05-13,2023/05/15,Delivered,4500.0,1.5 KG
S04180,O00064,29-04-2023,2023/05/05,In Transit,5000.0,2000g
S04181,O02033,2023-02-05,2023-02-06,Returned,,3kg
S04182,O02528,2023-03-24,2023/03/30,Delivered,,2kg
S04183,O04214,2023/10/28,31-10-2023,Delivered,4500.0,-1kg
S04184,O01816,2023/09/14,,Returned,4500.0,1.5 KG
S04185,O00565,19-03-2023,2023/03/20,Delivered,,2000g
S04186,O04540,25-12-2023,27-12-2023,Returned,,2000g
S04187,O04426,2023-09-02,2023-09-06,Returned,,2kg
S04188,O01957,2023/11/11,2023/11/12,Returned,4500.0,1.5 KG
S04189,O01898,08-12-2023,2023-12-18,Delivered,5000.0,-1kg
S04190,O04712,2023/10/04,2023-10-11,Delivered,4500.0,-1kg
S04191,O01671,2023-12-17,2023-12-24,In Transit,4500.0,-1kg
S04192,O01504,2023-08-08,15-08-2023,Returned,,-1kg
S04193,O01051,2023-04-28,04-05-2023,Delivered,,2000g
S04194,O04501,2023/06/01,2023-06-11,In Transit,5000.0,2000g
S04195,O04743,03-11-2023,2023-11-08,In Transit,4000.0,2000g
S04196,O01855,2023/07/25,,Returned,4500.0,2000g
S04197,O04083,2023/12/15,,Returned,,2000g
S04198,O00038,08-11-2023,2023-11-11,Delivered,,2kg
S04199,O00191,2023-08-18,20-08-2023,In Transit,5000.0,1.5 KG
S04200,O01592,16-03-2023,2023/03/25,Returned,5000.0,2kg
S04201,O04443,02-10-2023,2023/10/04,In Transit,4500.0,-1kg
S04202,O02694,2023-05-15,,Delivered,4500.0,1.5 KG
S04203,O01183,03-11-2023,2023/11/04,Delivered,4000.0,3kg
S04204,O01484,2023/03/03,2023/03/06,In Transit,4000.0,2kg
S04205,O04574,2023-07-30,2023-08-08,Returned,,-1kg
S04206,O02646,2023/08/09,16-08-2023,Returned,4500.0,3kg
S04207,O03254,2023/04/25,2023/05/03,Returned,4500.0,2000g
S04208,O04831,2023/08/16,2023/08/18,In Transit,4000.0,2000g
S04209,O04249,2023-02-28,08-03-2023,Delivered,4000.0,-1kg
S04210,O05157,03-10-2023,2023-10-08,Returned,,-1kg
S04211,O01734,2023-03-26,2023-04-04,In Transit,5000.0,2000g
S04212,O05042,24-04-2023,2023/04/25,In Transit,4000.0,2kg
S04213,O05160,2023-04-01,2023/04/10,Delivered,,2000g
S04214,O05154,2023/10/28,2023/11/03,In Transit,4000.0,2000g
S04215,O00729,25-11-2023,28-11-2023,Returned,5000.0,1.5 KG
S04216,O01967,2023/12/13,2023/12/18,Delivered,4500.0,1.5 KG
S04217,O00670,29-06-2023,05-07-2023,Returned,5000.0,2000g
S04218,O01794,06-06-2023,2023-06-09,Delivered,,3kg
S04219,O04817,2023-03-06,2023-03-12,Delivered,4500.0,2kg
S04220,O02947,2023/10/31,2023-11-10,Returned,4000.0,2000g
S04221,O04750,2023-05-26,,In Transit,4000.0,-1kg
S04222,O00497,03-08-2023,,Returned,5000.0,2000g
S04223,O04918,2023-09-03,06-09-2023,Returned,5000.0,-1kg
S04224,O00381,01-05-2023,2023-05-04,Delivered,4000.0,2000g
S04225,O00569,2023/08/24,2023/09/01,Delivered,5000.0,2kg
S04226,O03751,2023-01-31,,In Transit,4500.0,3kg
S04227,O03222,2023-01-07,09-01-2023,Delivered,,1.5 KG
S04228,O00311,2023-10-16,2023-10-21,In Transit,5000.0,3kg
S04229,O02220,2023-04-11,2023-04-17,Delivered,,2kg
S04230,O03868,25-09-2023,2023/09/28,In Transit,5000.0,2000g
S04231,O03338,04-05-2023,13-05-2023,Returned,,2000g
S04232,O00145,2023/05/26,02-06-2023,Delivered,,1.5 KG
S04233,O04241,29-06-2023,2023/07/07,Delivered,5000.0,3kg
S04234,O03851,2023/02/09,2023-02-11,Returned,,1.5 KG
S04235,O02873,2023-05-28,,Delivered,4000.0,2kg
S04236,O00755,22-12-2023,,Returned,5000.0,-1kg
S04237,O02342,2023-06-13,2023/06/22,Returned,5000.0,2000g
S04238,O04740,2023-08-31,2023-09-02,Delivered,4000.0,1.5 KG
S04239,O03888,2023-10-28,2023/11/04,In Transit,5000.0,1.5 KG
S04240,O05047,25-08-2023,26-08-2023,In Transit,5000.0,3kg
S04241,O01718,16-01-2023,22-01-2023,In Transit,5000.0,2000g
S04242,O00100,16-07-2023,2023-07-19,Delivered,4500.0,2000g
S04243,O01266,13-10-2023,19-10-2023,Delivered,4500.0,2kg
S04244,O03630,2023-06-07,2023-06-12,Returned,4000.0,2000g
S04245,O04431,2023-11-29,,Returned,4500.0,2000g
S04246,O01184,2023-07-20,2023/07/24,Delivered,,2kg
S04247,O04057,2023/09/03,2023-09-12,In Transit,4000.0,3kg
S04248,O00708,2023-01-28,,Delivered,5000.0,2000g
S04249,O04883,2023-11-20,26-11-2023,In Transit,5000.0,2000g
S04250,O00038,2023/12/10,17-12-2023,Delivered,,3kg
S04251,O00486,2023-09-04,2023/09/08,Delivered,5000.0,2kg
S04252,O04916,2023/04/04,,Delivered,5000.0,2000g
S04253,O04939,2023/09/27,29-09-2023,Returned,4500.0,2kg
S04254,O04701,19-09-2023,2023/09/24,Delivered,4000.0,-1kg
S04255,O02105,2023/07/20,2023-07-27,Delivered,,2kg
S04256,O01809,2023-04-30,2023/05/03,Delivered,4000.0,1.5 KG
S04257,O01963,11-07-2023,2023/07/17,In Transit,4000.0,-1kg
S04258,O00304,2023-06-20,2023/06/26,Delivered,,1.5 KG
S04259,O00379,29-07-2023,04-08-2023,In Transit,,-1kg
S04260,O04479,2023-09-16,2023/09/20,Returned,4500.0,3kg
S04261,O01727,2023-11-05,06-11-2023,Returned,,1.5 KG
S04262,O01065,2023/11/13,2023/11/22,In Transit,4500.0,-1kg
S04263,O02540,2023-09-14,24-09-2023,In Transit,5000.0,-1kg
S04264,O00537,18-10-2023,2023-10-26,Delivered,4000.0,3kg
S04265,O00629,2023-06-02,2023/06/07,Returned,5000.0,2kg
S04266,O02896,2023-04-15,,Delivered,4500.0,3kg
S04267,O01720,2023/07/09,2023/07/14,In Transit,4500.0,1.5 KG
S04268,O02706,2023-06-18,2023/06/23,In Transit,4500.0,1.5 KG
S04269,O03696,2023/07/19,,Returned,4000.0,1.5 KG
S04270,O02940,2023-09-02,2023/09/11,In Transit,4500.0,1.5 KG
S04271,O02999,2023/03/18,2023-03-25,Returned,,2kg
S04272,O02132,2023-04-05,15-04-2023,Returned,5000.0,2kg
S04273,O05033,2023/05/04,2023/05/10,Returned,5000.0,3kg
S04274,O02383,01-05-2023,06-05-2023,In Transit,4500.0,1.5 KG
S04275,O02555,2023/11/29,,In Transit,5000.0,1.5 KG
S04276,O01277,13-10-2023,2023-10-23,Returned,4000.0,3kg
S04277,O01314,2023-02-22,2023/03/01,In Transit,4500.0,1.5 KG
S04278,O00807,2023/12/16,,In Transit,4000.0,2000g
S04279,O04886,2023-01-17,,Returned,4500.0,-1kg
S04280,O00186,2023-11-27,02-12-2023,Returned,4000.0,1.5 KG
S04281,O02287,2023-04-18,19-04-2023,Returned,4500.0,3kg
S04282,O04277,13-10-2023,2023-10-19,Returned,4000.0,3kg
S04283,O04000,17-05-2023,,Delivered,4500.0,2000g
S04284,O00364,2023-03-11,18-03-2023,Returned,5000.0,2000g
S04285,O01946,12-06-2023,2023/06/22,In Transit,,3kg
S04286,O00996,27-08-2023,2023-08-28,Delivered,,-1kg
S04287,O05065,2023/10/13,2023-10-22,In Transit,4000.0,-1kg
S04288,O01803,2023/01/25,,Delivered,,-1kg
S04289,O01645,2023-08-28,2023-09-06,Returned,4500.0,2000g
S04290,O04475,11-09-2023,2023-09-12,Returned,5000.0,3kg
S04291,O02327,2023-05-29,,Delivered,4000.0,2000g
S04292,O02633,22-09-2023,25-09-2023,Delivered,5000.0,1.5 KG
S04293,O00182,2023-04-02,,Delivered,,1.5 KG
S04294,O05158,2023/06/27,2023-07-03,Delivered,4500.0,2kg
S04295,O00785,2023/08/02,2023/08/10,In Transit,5000.0,-1kg
S04296,O00256,2023-11-16,20-11-2023,Delivered,,2000g
S04297,O04143,2023-06-13,,Returned,5000.0,2000g
S04298,O03282,2023/06/15,2023/06/17,Delivered,4000.0,1.5 KG
S04299,O00181,20-07-2023,2023-07-22,Returned,4500.0,2kg
S04300,O00652,04-11-2023,2023/11/12,Returned,,3kg
S04301,O02569,11-01-2023,2023/01/16,Returned,5000.0,2kg
S04302,O03279,2023-04-04,,Delivered,,-1kg
S04303,O02728,2023/11/09,,In Transit,5000.0,3kg
S04304,O01457,12-04-2023,2023-04-16,Returned,4500.0,2000g
S04305,O03971,10-01-2023,11-01-2023,Delivered,4500.0,-1kg
S04306,O05052,14-07-2023,2023-07-17,Returned,4000.0,2kg
S04307,O00782,2023/03/23,2023/03/29,Delivered,4000.0,2kg
S04308,O04222,2023-12-28,2024-01-05,In Transit,4000.0,2000g
S04309,O02086,2023/05/18,25-05-2023,Delivered,4000.0,-1kg
S04310,O00118,2023/05/05,14-05-2023,Returned,,3kg
S04311,O02647,2023/04/26,,Delivered,4000.0,-1kg
S04312,O05211,2023/05/30,2023/06/03,Delivered,5000.0,-1kg
S04313,O02886,2023/05/23,2023-05-28,In Transit,4000.0,2kg
S04314,O04735,2023/12/10,13-12-2023,Returned,4500.0,3kg
S04315,O05192,2023-07-22,,In Transit,5000.0,3kg
S04316,O01556,2023-04-08,2023-04-12,Delivered,,3kg
S04317,O01521,2023-03-14,,Returned,4500.0,2000g
S04318,O01324,12-10-2023,,Returned,,3kg
S04319,O02595,2023-08-17,2023-08-20,In Transit,,2kg
S04320,O00265,2023-04-18,2023/04/20,In Transit,4000.0,2kg
S04321,O02617,23-01-2023,2023-01-29,Delivered,5000.0,3kg
